host_response_rate,host_acceptance_rate,host_neighbourhood,host_total_listings_count,host_has_profile_pic,host_identity_verified,host_is_superhost
0.86,0.13,West Loop/Greektown,1.00,t,t,f
1.00,0.89,Lakeview,9.00,t,t,f
1.00,1.00,Old Town,4.00,t,t,f
N/A,N/A,Uptown,12.00,t,t,t
1.00,0.82,Garfield Park,10.00,t,t,t
0.94,0.98,Lincoln Park,3.00,t,t,f
N/A,0.97,River North,8.00,t,t,t
1.00,0.82,Lakeview,3.00,t,t,t
1.00,0.82,Lakeview,3.00,t,t,t
N/A,N/A,Rogers Park,1.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.90,1.00,Lincoln Park,0.00,t,f,f
1.00,0.99,Roseland,0.00,t,t,f
0.81,0.90,West Town/Noble Square,2.00,t,t,f
N/A,N/A,Rogers Park,1.00,t,t,t
1.00,1.00,Lake View East,1.00,t,t,t
0.96,0.99,Lakeview,4.00,t,t,f
N/A,N/A,Orange,0.00,t,f,f
1.00,1.00,Irving Park,29.00,t,t,t
N/A,N/A,,4.00,t,t,f
1.00,1.00,Wrigleyville,1.00,t,f,t
1.00,0.00,Laurel Canyon,3.00,t,t,f
1.00,0.96,River West,2.00,t,f,f
N/A,N/A,Lakeview,1.00,t,t,f
0.95,0.61,River North,5.00,t,f,f
N/A,N/A,South Loop/Printers Row,1.00,t,t,f
1.00,0.94,Humboldt Park,1.00,t,t,t
1.00,0.77,Streeterville,5.00,t,t,f
0.33,0.75,River North,0.00,t,f,f
1.00,0.89,Old Town,15.00,t,t,t
1.00,1.00,Armour Square,0.00,t,t,f
1.00,0.87,West Town,0.00,t,t,f
1.00,1.00,River North,1.00,t,t,f
1.00,0.97,Lakeview,43.00,t,t,f
1.00,1.00,Lakeview,1.00,t,t,f
1.00,0.89,Irving Park,1.00,t,f,f
1.00,1.00,,4.00,t,t,t
1.00,0.97,Wicker Park,1.00,t,t,f
0.75,0.50,River North,6.00,t,t,f
0.99,0.74,Shaw,68.00,t,f,f
1.00,1.00,Bridgeport,2.00,t,f,f
0.50,0.00,Uptown,2.00,t,t,f
1.00,0.77,Near West Side,1.00,t,f,f
1.00,1.00,Near South Side,0.00,t,t,t
0.94,0.94,Bucktown,5.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,0.00,Loop,1.00,t,f,f
N/A,N/A,,1.00,t,t,f
1.00,0.99,Wicker Park,16.00,t,t,t
1.00,1.00,Chinatown,21.00,t,t,t
0.99,0.74,Shaw,68.00,t,f,f
0.99,0.80,Lakeview,89.00,t,t,f
1.00,1.00,Loop,5.00,t,t,f
1.00,1.00,Loop,5.00,t,t,f
1.00,1.00,Bronzeville,5.00,t,f,t
1.00,0.89,Lakeview,5.00,t,t,t
0.98,0.86,Streeterville,21.00,t,t,f
0.96,0.97,Roscoe Village,21.00,t,t,f
0.94,0.86,West Ridge,3.00,t,t,f
0.80,0.83,,1.00,t,t,f
0.89,0.99,Old Town,5.00,t,t,f
1.00,0.82,Fulton Market,15.00,t,t,t
0.86,0.00,Near West Side,3.00,t,t,f
0.88,0.97,Near North Side,0.00,t,t,f
1.00,0.82,Fulton Market,15.00,t,t,t
0.91,0.99,Financial District,127.00,t,t,f
0.98,0.86,Streeterville,21.00,t,t,f
1.00,0.92,Loop,6.00,t,t,f
1.00,0.96,West Town/Noble Square,3.00,t,t,f
1.00,0.92,Near West Side,3.00,t,t,f
1.00,0.75,Chicago Loop,0.00,t,t,f
1.00,1.00,Lincoln Park,1.00,t,t,f
N/A,N/A,Lakeview,2.00,t,t,t
0.80,0.65,Lakeview,3.00,t,t,t
1.00,0.88,Humboldt Park,4.00,t,t,t
0.75,0.50,River North,6.00,t,t,f
1.00,0.74,Logan Square,7.00,t,t,t
1.00,0.94,Bucktown,5.00,t,f,f
0.91,0.99,Financial District,127.00,t,t,f
1.00,0.98,Wicker Park,3.00,t,t,t
0.91,0.99,Financial District,127.00,t,t,f
1.00,0.97,North Center,1.00,t,t,f
1.00,0.95,Lakeview,2.00,t,f,t
0.95,0.78,Greater Grand Crossing,10.00,t,t,t
1.00,0.00,Portage Park,0.00,t,t,f
0.70,1.00,Lakeview,1.00,t,t,f
0.00,0.01,Loop,4.00,t,f,f
1.00,0.60,Wrigleyville,1.00,t,f,f
0.18,0.50,River North,0.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.94,Lakeview,2.00,t,t,t
1.00,1.00,,1.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.94,Lakeview,2.00,t,t,t
1.00,0.75,Chicago Loop,0.00,t,t,f
0.96,0.97,Roscoe Village,21.00,t,t,f
1.00,0.94,West Town/Noble Square,3.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
1.00,0.90,Ukrainian Village,2.00,t,t,t
1.00,0.78,Little Italy/UIC,2.00,t,t,t
1.00,0.91,Austin,0.00,t,t,t
0.96,0.97,Roscoe Village,21.00,t,t,f
1.00,0.88,Humboldt Park,4.00,t,t,t
0.91,0.99,Financial District,127.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
1.00,N/A,Grand Crossing,0.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.67,Lincoln Park,0.00,t,t,f
1.00,1.00,Fulton Market,1.00,t,t,f
1.00,0.99,Logan Square,2.00,t,t,t
1.00,0.93,Sheffield & DePaul,0.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,0.97,Loop,1.00,t,t,t
1.00,1.00,South Shore,2.00,t,t,t
1.00,0.94,West Town/Noble Square,3.00,t,t,t
1.00,0.93,Lincoln Park,0.00,t,t,f
1.00,0.92,West Town/Noble Square,1.00,t,t,t
N/A,0.03,Portage Park,1.00,t,f,t
0.93,0.99,Lakeview,11.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
0.96,0.97,Roscoe Village,21.00,t,t,f
1.00,1.00,Old Town,2.00,t,t,t
1.00,0.91,Lincoln Square,1.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
N/A,1.00,,2.00,t,f,f
1.00,0.99,Chicago Loop,0.00,t,t,t
0.90,0.92,Lakeview,1.00,t,t,t
0.83,0.96,Bucktown,0.00,t,t,t
1.00,0.92,West Town/Noble Square,1.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.90,East,0.00,t,t,t
0.98,0.86,Streeterville,21.00,t,t,f
1.00,0.89,River West,1.00,t,t,t
1.00,0.94,Bucktown,5.00,t,f,f
0.90,0.91,Uptown,0.00,t,t,t
1.00,0.97,West Town/Noble Square,34.00,t,t,t
1.00,0.89,Lakeview,9.00,t,t,f
0.98,0.86,Streeterville,21.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.98,Wrigleyville,7.00,t,t,t
0.99,0.99,Garfield Park,116.00,t,t,f
1.00,0.92,Loop,6.00,t,t,f
0.99,0.99,Garfield Park,116.00,t,t,f
0.96,0.97,Roscoe Village,21.00,t,t,f
0.80,0.81,Old Town,2.00,t,t,t
N/A,1.00,,1.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
0.96,0.97,Roscoe Village,21.00,t,t,f
1.00,1.00,Bucktown,2.00,t,t,t
1.00,0.94,Wicker Park,1.00,t,t,t
1.00,1.00,Bronzeville,0.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,,1.00,t,t,t
0.93,0.99,Lakeview,11.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
1.00,0.91,Lincoln Park,14.00,t,t,t
1.00,1.00,Lake View,1.00,t,t,f
1.00,0.75,Chicago Loop,0.00,t,t,f
N/A,0.00,Wicker Park,1.00,t,t,f
1.00,1.00,Armour Square,0.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,Sheffield & DePaul,0.00,t,f,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,0.38,North Center,1.00,t,t,f
1.00,1.00,Lake View,0.00,t,t,f
0.90,0.89,West Town/Noble Square,1.00,t,t,f
1.00,0.97,Wrigleyville,9.00,t,t,f
1.00,0.85,,0.00,t,t,t
0.90,0.88,Near North Side,9.00,t,t,t
N/A,0.50,,0.00,t,t,f
1.00,0.88,Bronzeville,1.00,t,t,t
0.93,0.73,,3.00,t,f,t
1.00,0.89,Lake View East,3.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
0.96,0.97,Roscoe Village,21.00,t,t,f
0.96,0.97,Roscoe Village,21.00,t,t,f
1.00,0.91,Chicago Loop,0.00,t,t,f
1.00,0.68,North Center,2.00,t,t,t
1.00,0.98,Lakeview,4.00,t,t,t
0.90,0.64,Lincoln Square,2.00,t,t,t
0.00,N/A,Albany Park,1.00,t,t,f
1.00,1.00,River North,2.00,t,t,t
N/A,N/A,Lincoln Park,1.00,t,t,f
N/A,1.00,Wicker Park,1.00,t,t,t
1.00,0.95,Lakeview,2.00,t,f,t
1.00,0.84,,3.00,t,t,t
N/A,N/A,Lincoln Square,1.00,t,t,f
N/A,N/A,Loop,1.00,t,t,f
N/A,N/A,,2.00,t,t,f
0.80,0.83,Lakeview,2.00,t,t,f
1.00,0.89,Lakeview,9.00,t,t,f
1.00,1.00,Logan Square,1.00,t,t,f
0.96,0.99,Lakeview,4.00,t,t,f
N/A,N/A,Streeterville,1.00,t,f,f
1.00,1.00,Bucktown,1.00,t,t,f
1.00,0.91,River West,24.00,t,t,t
1.00,0.64,,1.00,t,f,f
1.00,1.00,South Shore,2.00,t,t,t
1.00,0.94,Edgewater,0.00,t,t,t
N/A,0.00,Bucktown,1.00,t,t,f
1.00,1.00,Uptown,3.00,t,t,f
0.80,0.63,North Center,0.00,t,t,f
N/A,1.00,West Loop,1.00,t,t,f
0.99,0.74,Shaw,68.00,t,f,f
0.99,0.74,Shaw,68.00,t,f,f
0.00,N/A,West Loop,1.00,t,t,f
0.83,0.38,River North,35.00,t,f,f
1.00,0.79,River North,6.00,t,t,f
1.00,0.79,River North,6.00,t,t,f
1.00,0.79,River North,6.00,t,t,f
1.00,0.79,River North,6.00,t,t,f
1.00,1.00,Sheffield & DePaul,0.00,t,t,f
1.00,1.00,Tri-Taylor,0.00,t,t,f
1.00,0.75,West Town,0.00,t,t,t
0.94,1.00,Chicago Loop,0.00,t,t,f
0.90,0.92,Chicago Loop,0.00,t,f,f
N/A,N/A,Uptown,3.00,t,t,f
0.90,0.88,West Loop/Greektown,2.00,t,t,t
N/A,N/A,Albany Park,1.00,t,f,f
N/A,N/A,Uptown,12.00,t,t,t
1.00,1.00,,2.00,t,f,t
0.93,0.95,Streeterville,10.00,t,t,t
0.83,0.78,West Loop/Greektown,2.00,t,t,f
0.80,0.87,,2.00,t,t,f
0.93,0.95,Streeterville,10.00,t,t,t
N/A,0.00,,1.00,t,t,t
N/A,0.00,,6.00,t,t,f
0.90,0.99,River North,4.00,t,t,f
0.40,0.29,Loop,2.00,t,t,f
0.86,0.00,Near West Side,3.00,t,t,f
N/A,N/A,Streeterville,0.00,t,f,f
0.99,0.74,Shaw,68.00,t,f,f
N/A,N/A,West Town/Noble Square,2.00,t,t,t
1.00,0.98,Wrigleyville,7.00,t,t,t
0.98,0.98,West Loop/Greektown,29.00,t,t,t
1.00,0.92,Perimeter Center,71.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.88,Humboldt Park,4.00,t,t,t
1.00,0.94,Loop,0.00,t,f,t
1.00,0.78,Belmont Gardens,1.00,t,t,f
0.82,0.75,Englewood,7.00,t,t,f
N/A,N/A,Logan Square,2.00,t,t,f
1.00,0.82,River West,3.00,t,f,t
1.00,0.00,Lakeview,1.00,t,t,f
0.90,0.88,Near North Side,9.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.94,,1.00,t,f,t
1.00,0.98,Wicker Park,3.00,t,t,t
0.90,0.25,Calumet Heights,1.00,t,t,f
N/A,N/A,Sheridan Park,14.00,t,f,f
0.74,0.72,Logan Square,0.00,t,t,f
1.00,0.97,Lakeview,43.00,t,t,f
1.00,0.91,River West,24.00,t,t,t
0.95,0.90,Lakeview,7.00,t,f,f
1.00,0.98,Wrigleyville,7.00,t,t,t
1.00,0.78,Little Italy/UIC,2.00,t,t,t
0.89,0.99,Old Town,5.00,t,t,f
1.00,0.98,Edgewater,52.00,t,t,t
0.94,0.89,West Ridge,2.00,t,t,t
0.50,0.37,Austin,1.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.91,Lincoln Park,14.00,t,t,t
1.00,0.86,Washington Park,1.00,t,t,t
1.00,0.86,Washington Park,1.00,t,t,t
0.96,0.97,Roscoe Village,21.00,t,t,f
0.96,0.97,Roscoe Village,21.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
0.99,0.74,Shaw,68.00,t,f,f
1.00,0.71,West Lawn,0.00,t,f,f
1.00,1.00,Irving Park,29.00,t,t,t
N/A,N/A,Lakeview,1.00,t,f,f
1.00,0.87,River North,1.00,t,t,t
1.00,0.88,West Town,7.00,t,t,f
1.00,0.63,West Town,1.00,t,f,t
1.00,0.89,Near West Side,1.00,t,t,f
1.00,0.92,River North,35.00,t,t,f
1.00,1.00,,1.00,t,f,f
1.00,0.79,Lakeview,2.00,t,f,t
1.00,0.96,Grand Crossing,0.00,t,t,f
N/A,N/A,Orange,0.00,t,f,f
1.00,0.82,River West,3.00,t,f,t
1.00,0.85,Wrigleyville,1.00,t,f,f
0.96,0.97,Roscoe Village,21.00,t,t,f
N/A,N/A,Lincoln Square,1.00,t,t,f
N/A,N/A,West Ridge,1.00,t,t,f
0.00,0.01,Loop,4.00,t,f,f
0.90,0.88,Near North Side,9.00,t,t,t
N/A,0.93,Streeterville,12.00,t,t,f
N/A,0.93,Streeterville,12.00,t,t,f
0.99,0.74,Shaw,68.00,t,f,f
N/A,N/A,Bronzeville,2.00,t,t,f
1.00,0.91,River West,24.00,t,t,t
0.96,0.97,Roscoe Village,21.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
1.00,0.98,Lakeview,1.00,t,t,t
1.00,0.74,Logan Square,7.00,t,t,t
1.00,0.91,River West,24.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.92,River North,35.00,t,t,f
1.00,0.89,Wrigleyville,0.00,t,t,f
N/A,N/A,Irving Park,1.00,t,t,t
0.80,0.81,Lincoln Park,4.00,t,t,f
N/A,N/A,Streeterville,1.00,t,f,f
N/A,N/A,Zephyr Cove,3.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
1.00,0.85,Logan Square,2.00,t,f,f
1.00,0.95,Edgewater,2.00,t,t,t
N/A,N/A,West Town,0.00,t,t,f
1.00,0.75,Chicago Loop,0.00,t,t,f
N/A,N/A,Uptown,12.00,t,t,t
N/A,N/A,Uptown,12.00,t,t,t
1.00,1.00,Avondale,1.00,t,t,t
1.00,0.96,Lakeview,2.00,t,t,t
N/A,N/A,,1.00,t,f,f
1.00,0.96,Lakeview,2.00,t,t,t
1.00,1.00,Wrigleyville,1.00,t,t,t
N/A,N/A,Lakeview,1.00,t,f,t
N/A,N/A,Lakeview,1.00,t,t,f
N/A,0.89,Chicago Loop,2.00,t,t,t
N/A,0.89,Chicago Loop,2.00,t,t,t
N/A,N/A,Woodlawn,1.00,t,t,f
1.00,0.97,Harbor View,0.00,t,t,t
0.91,0.99,Financial District,127.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,0.73,Lincoln Park,3.00,t,t,f
1.00,0.98,Edgewater,52.00,t,t,t
0.91,0.99,Financial District,127.00,t,t,f
0.93,0.95,Streeterville,10.00,t,t,t
1.00,0.98,Lake View East,2.00,t,t,f
1.00,0.92,River North,35.00,t,t,f
1.00,0.96,Lincoln Park,1.00,t,t,t
0.91,0.99,Financial District,127.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,1.00,Chicago Loop,0.00,t,t,f
N/A,N/A,,1.00,t,t,f
N/A,N/A,,1.00,t,t,f
1.00,0.60,Lakeview,3.00,t,t,f
N/A,N/A,Kenwood,1.00,t,f,f
1.00,0.99,Cambridge,1683.00,t,t,f
N/A,0.93,Streeterville,12.00,t,t,f
0.00,N/A,East Side,0.00,t,t,f
0.74,0.72,Logan Square,0.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,Woodlawn,0.00,t,t,f
0.90,1.00,Streeterville,1.00,t,t,f
0.50,1.00,West Town,1.00,t,t,f
1.00,0.97,Lincoln Park,1.00,t,t,t
1.00,1.00,Garfield Park,2.00,t,f,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.81,Lake View East,95.00,t,t,f
0.90,0.82,Ukrainian Village,1.00,t,t,f
1.00,0.86,Washington Park,1.00,t,t,t
1.00,0.82,Fulton Market,15.00,t,t,t
0.96,0.97,Roscoe Village,21.00,t,t,f
0.94,0.94,Bucktown,5.00,t,t,t
1.00,0.98,,1.00,t,t,t
1.00,0.93,,2.00,t,t,t
1.00,0.92,Wrigleyville,2.00,t,f,f
1.00,0.92,Bridgeport,9.00,t,t,f
0.97,0.58,Streeterville,7.00,t,t,f
0.96,0.97,Roscoe Village,21.00,t,t,f
N/A,0.97,River North,8.00,t,t,t
1.00,0.89,Old Town,15.00,t,t,t
0.91,0.99,Financial District,127.00,t,t,f
1.00,1.00,Near South Side,0.00,t,t,t
1.00,1.00,Near South Side,0.00,t,t,t
1.00,0.87,Lakeview,1.00,t,t,f
0.81,0.46,LB of Harrow,71.00,t,t,f
1.00,1.00,Near South Side,0.00,t,t,t
1.00,0.47,Gold Coast,1.00,t,t,f
1.00,0.99,Edgewater,1.00,t,t,t
0.99,0.81,Lake View East,40.00,t,t,f
1.00,0.98,West Town/Noble Square,30.00,t,t,f
1.00,0.78,Humboldt Park,1.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
N/A,1.00,Near North Side,0.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
1.00,0.97,Old Town,2.00,t,t,t
1.00,0.94,Loop,3.00,t,t,f
1.00,0.85,Lincoln Square,4.00,t,t,t
1.00,0.99,Edgewater,1.00,t,t,t
1.00,0.97,Lakeview,43.00,t,t,f
N/A,N/A,Waverly Hills,404.00,t,t,f
0.90,0.96,Chinatown,3.00,t,t,t
1.00,0.94,,2.00,t,t,f
0.90,0.88,Near North Side,9.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
0.50,0.87,Garfield Park,1.00,t,t,f
0.90,0.92,Lakeview,1.00,t,t,t
1.00,0.78,Little Italy/UIC,2.00,t,t,t
1.00,0.86,West Town,0.00,t,t,f
1.00,1.00,Chicago Loop,0.00,f,f,f
N/A,0.97,River North,8.00,t,t,t
1.00,1.00,Uptown,5.00,t,t,f
0.93,0.99,Lakeview,11.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.96,0.97,Roscoe Village,21.00,t,t,f
0.90,0.96,Chinatown,3.00,t,t,t
0.90,0.99,River North,4.00,t,t,f
0.94,0.90,Near South Side,7.00,t,t,f
1.00,0.92,Bronzeville,0.00,t,t,f
1.00,0.97,Logan Square,2.00,t,t,t
1.00,0.79,River North,6.00,t,t,f
1.00,0.98,Wrigleyville,7.00,t,t,t
1.00,1.00,Gold Coast,0.00,t,f,t
1.00,0.79,River North,6.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,N/A,Belmont Gardens,1.00,t,t,f
1.00,0.79,River North,6.00,t,t,f
N/A,0.97,River North,8.00,t,t,t
1.00,0.80,South Shore,6.00,t,t,f
1.00,1.00,Uptown,5.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.93,Lincoln Park,0.00,t,f,f
1.00,0.72,Portage Park,16.00,t,t,t
N/A,0.97,River North,8.00,t,t,t
1.00,0.92,West Town,0.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.70,1.00,Lincoln Park,1.00,t,t,f
N/A,N/A,Irving Park,1.00,t,t,t
1.00,1.00,West Town/Noble Square,1.00,t,f,f
N/A,N/A,Little Italy/UIC,0.00,t,f,f
1.00,0.93,Lakeview,7.00,t,t,t
1.00,1.00,Irving Park,29.00,t,t,t
1.00,1.00,Irving Park,29.00,t,t,t
0.96,0.97,Roscoe Village,21.00,t,t,f
1.00,0.93,Hyde Park,1.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
0.99,0.76,Hyde Park,24.00,t,t,f
0.92,0.98,Loop,8.00,t,t,f
0.95,0.96,Lincoln Square,9.00,t,t,f
0.50,0.00,Uptown,2.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.97,Lakeview,43.00,t,t,f
0.90,0.88,Near North Side,9.00,t,t,t
0.90,0.88,Near North Side,9.00,t,t,t
1.00,0.94,Humboldt Park,0.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,0.96,Old Town Triangle,3.00,t,f,t
1.00,0.98,Lakeview,1.00,t,t,t
1.00,0.89,Lakeview,9.00,t,t,f
1.00,0.97,Lakeview,43.00,t,t,f
1.00,1.00,Logan Square,0.00,t,f,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,1.00,Near South Side,0.00,t,t,t
1.00,0.81,Lake View East,17.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,0.75,Bucktown,1.00,t,t,f
1.00,1.00,Lakeview,1.00,t,t,t
1.00,0.91,Avondale,4.00,t,f,f
1.00,0.91,Lincoln Park,14.00,t,t,t
N/A,N/A,Sheridan Park,14.00,t,f,f
1.00,0.94,Bridgeport,2.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.97,Garfield Park,2.00,t,t,f
N/A,N/A,Sheridan Park,14.00,t,f,f
1.00,0.99,Cambridge,1683.00,t,t,f
N/A,1.00,Roscoe Village,2.00,t,t,t
0.86,0.30,Logan Square,1.00,t,t,f
1.00,0.99,Streeterville,2.00,t,t,t
0.95,0.95,,1.00,t,t,t
0.96,0.97,Roscoe Village,21.00,t,t,f
0.33,0.00,Humboldt Park,1.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
0.50,0.00,Lincoln Park,1.00,t,t,f
N/A,N/A,Wicker Park,1.00,t,t,f
1.00,1.00,,1.00,t,t,f
N/A,N/A,Wicker Park,1.00,t,f,f
1.00,0.99,Streeterville,2.00,t,t,t
1.00,1.00,Lakeview,1.00,t,f,f
N/A,N/A,,1.00,t,t,f
N/A,0.71,Little Italy/UIC,1.00,t,t,t
N/A,N/A,Edgewater,0.00,t,t,f
N/A,N/A,West Town/Noble Square,1.00,t,t,t
1.00,0.84,,2.00,t,t,f
N/A,N/A,Gold Coast,1.00,t,t,f
1.00,0.98,Edgewater,52.00,t,t,t
N/A,N/A,Lincoln Park,1.00,t,t,t
0.33,N/A,Avondale,1.00,t,f,f
1.00,0.98,Edgewater,52.00,t,t,t
N/A,N/A,,13.00,t,t,f
N/A,N/A,,5.00,t,t,t
0.30,0.06,Lincoln Park,1.00,t,t,f
0.00,0.00,,2.00,t,t,f
N/A,N/A,Near North Side,1.00,t,f,f
1.00,0.84,,2.00,t,t,f
1.00,1.00,Bronzeville,5.00,t,f,t
N/A,N/A,Roscoe Village,1.00,t,t,f
0.93,0.95,Streeterville,10.00,t,t,t
1.00,0.99,Little Italy/UIC,3.00,t,t,t
N/A,N/A,Lakeview,2.00,t,f,f
1.00,0.94,Edgewater,0.00,t,t,t
N/A,N/A,Ukrainian Village,1.00,t,f,t
0.40,1.00,Austin,2.00,t,t,f
0.91,0.66,Irving Park,8.00,t,t,t
1.00,0.99,Austin,1.00,t,t,t
0.00,0.00,,0.00,t,f,f
0.00,1.00,,1.00,t,t,f
0.40,0.06,Old Town,1.00,t,t,f
0.40,0.58,Little Italy,1.00,t,t,f
N/A,N/A,Near South Side,0.00,t,f,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
N/A,N/A,Edgewater,0.00,t,f,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.75,Bronzeville,0.00,t,t,f
0.93,0.96,Chicago Loop,1.00,t,t,f
1.00,1.00,Lower West Side,0.00,t,t,f
1.00,0.91,River West,24.00,t,t,t
0.96,0.97,Roscoe Village,21.00,t,t,f
1.00,1.00,West Town,0.00,t,t,f
0.95,1.00,Bronzeville,1.00,t,t,f
1.00,0.94,Bridgeport,2.00,t,t,f
1.00,1.00,Chicago Loop,0.00,t,t,f
0.90,0.91,Lakeview,2.00,t,t,f
N/A,N/A,Bronzeville,1.00,t,t,t
1.00,1.00,Wicker Park,2.00,t,t,t
0.93,0.95,Streeterville,10.00,t,t,t
1.00,0.78,Lincoln Park,2.00,t,t,t
1.00,0.94,Wicker Park,0.00,t,t,t
0.93,0.95,Streeterville,10.00,t,t,t
1.00,1.00,Lake View East,1.00,t,t,t
1.00,0.99,West Town,3.00,t,t,t
1.00,0.85,Bucktown,3.00,t,t,t
1.00,0.92,West Ridge,16.00,t,t,f
N/A,N/A,,2.00,t,t,f
1.00,0.98,Loop,9.00,t,t,t
0.91,0.99,Financial District,127.00,t,t,f
0.94,0.90,Near South Side,7.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.82,Humboldt Park,1.00,t,t,f
0.94,0.90,Near South Side,7.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.98,Wicker Park,5.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
0.94,0.90,Near South Side,7.00,t,t,f
1.00,1.00,Lakeview,2.00,t,t,t
0.00,0.01,Loop,4.00,t,f,f
N/A,N/A,South Loop/Printers Row,0.00,t,f,f
1.00,0.97,Hyde Park,3.00,t,f,t
1.00,0.91,,1.00,t,t,f
1.00,0.91,West Town,1.00,t,t,t
N/A,0.67,,2.00,t,t,f
1.00,1.00,Garfield Park,0.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
1.00,0.94,Lakeview,0.00,t,t,t
0.94,0.90,Near South Side,7.00,t,t,f
1.00,0.97,Rogers Park,2.00,t,t,t
1.00,0.99,Lakeview,5.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,0.92,Streeterville,4.00,t,t,t
1.00,0.82,Fulton Market,15.00,t,t,t
1.00,1.00,,1.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,Irving Park,29.00,t,t,t
1.00,1.00,Near South Side,0.00,t,t,f
0.92,1.00,Streeterville,0.00,t,f,f
1.00,0.86,North Center,4.00,t,t,t
1.00,1.00,Old Town,1.00,t,t,f
0.98,1.00,Loop,4.00,t,t,f
1.00,0.91,River West,24.00,t,t,t
1.00,0.92,Wrigleyville,2.00,t,t,t
N/A,N/A,Streeterville,1.00,t,f,f
1.00,N/A,Uptown,1.00,t,t,f
N/A,0.67,,2.00,t,t,f
1.00,0.69,Boystown,1.00,t,t,t
1.00,0.50,River North,2.00,t,t,t
1.00,0.50,River North,2.00,t,t,t
